Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Appointment_Form,Chrome 125.0.0.0,,,28-05-2024 20:54:32,28-05-2024 20:55:38,1m - 6.069s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Appointment_Form,Chrome 125.0.0.0,,,28-05-2024 20:54:32,28-05-2024 20:54:47,14.729s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 20:54:33,28-05-2024 20:54:37,4.342s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,28-05-2024 20:54:37,28-05-2024 20:54:39,1.277s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 125.0.0.0,,,28-05-2024 20:54:39,28-05-2024 20:54:42,3.443s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 125.0.0.0,,,28-05-2024 20:54:42,28-05-2024 20:54:43,0.696s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 125.0.0.0,,,28-05-2024 20:54:43,28-05-2024 20:54:44,0.966s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Make Appointment                       _4e05d4""))",Chrome 125.0.0.0,,,28-05-2024 20:54:44,28-05-2024 20:54:44,0.462s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 125.0.0.0,,,28-05-2024 20:54:44,28-05-2024 20:54:44,0.317s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""))",Chrome 125.0.0.0,,,28-05-2024 20:54:44,28-05-2024 20:54:45,0.335s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Medicare                               _cb3988""))",Chrome 125.0.0.0,,,28-05-2024 20:54:45,28-05-2024 20:54:45,0.452s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 125.0.0.0,,,28-05-2024 20:54:45,28-05-2024 20:54:46,0.440s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 125.0.0.0,,,28-05-2024 20:54:46,28-05-2024 20:54:46,0.348s,PASSED
