Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Footer,Chrome 125.0.0.0,,,28-05-2024 20:53:31,28-05-2024 20:54:25,54.018s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Footer_Copyright,Chrome 125.0.0.0,,,28-05-2024 20:53:31,28-05-2024 20:53:37,5.687s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 20:53:32,28-05-2024 20:53:33,1.753s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 20:53:33,28-05-2024 20:53:37,3.113s,PASSED
"verifyElementPresent(findTestObject(""Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""), 0)",Chrome 125.0.0.0,,,28-05-2024 20:53:37,28-05-2024 20:53:37,0.352s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 20:53:37,28-05-2024 20:53:37,0.133s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Footer_Email,Chrome 125.0.0.0,,,28-05-2024 20:53:37,28-05-2024 20:53:42,4.542s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 20:53:37,28-05-2024 20:53:38,0.861s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 20:53:38,28-05-2024 20:53:41,3.204s,PASSED
"verifyElementPresent(findTestObject(""Page_CURA Healthcare Service/a_infokatalon.com""), 0)",Chrome 125.0.0.0,,,28-05-2024 20:53:41,28-05-2024 20:53:41,0.296s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 20:53:41,28-05-2024 20:53:42,0.112s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Phone_Number,Chrome 125.0.0.0,,,28-05-2024 20:53:42,28-05-2024 20:54:19,37.340s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 20:53:42,28-05-2024 20:53:42,0.683s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 20:53:42,28-05-2024 20:53:45,3.121s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 125.0.0.0,,,28-05-2024 20:53:45,28-05-2024 20:54:19,33.311s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 20:54:19,28-05-2024 20:54:19,0.175s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Address,Chrome 125.0.0.0,,,28-05-2024 20:54:19,28-05-2024 20:54:25,6.285s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 20:54:19,28-05-2024 20:54:20,1.016s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 20:54:20,28-05-2024 20:54:21,1.100s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 125.0.0.0,,,28-05-2024 20:54:21,28-05-2024 20:54:24,2.529s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 20:54:24,28-05-2024 20:54:25,1.562s,PASSED
