Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Login_Form,Chrome 125.0.0.0,,,29-05-2024 22:18:54,29-05-2024 22:19:42,48.371s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Login_Container,Chrome 125.0.0.0,,,29-05-2024 22:18:54,29-05-2024 22:19:02,7.409s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 22:18:54,29-05-2024 22:18:56,1.750s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,29-05-2024 22:18:56,29-05-2024 22:18:59,3.119s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Username""), ""Username"")",Chrome 125.0.0.0,,,29-05-2024 22:18:59,29-05-2024 22:19:00,0.455s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""))",Chrome 125.0.0.0,,,29-05-2024 22:19:00,29-05-2024 22:19:00,0.376s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Password""), ""Password"")",Chrome 125.0.0.0,,,29-05-2024 22:19:00,29-05-2024 22:19:01,0.410s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""))",Chrome 125.0.0.0,,,29-05-2024 22:19:01,29-05-2024 22:19:01,0.455s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 125.0.0.0,,,29-05-2024 22:19:01,29-05-2024 22:19:01,0.328s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 22:19:01,29-05-2024 22:19:02,0.257s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Demo_Account_Container,Chrome 125.0.0.0,,,29-05-2024 22:19:02,29-05-2024 22:19:07,5.466s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 22:19:02,29-05-2024 22:19:03,0.974s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,29-05-2024 22:19:03,29-05-2024 22:19:06,2.944s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Demo account""))",Chrome 125.0.0.0,,,29-05-2024 22:19:06,29-05-2024 22:19:06,0.309s,PASSED
