Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Footer,Chrome 125.0.0.0,,,28-05-2024 21:07:43,28-05-2024 21:08:38,54.816s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Footer_Copyright,Chrome 125.0.0.0,,,28-05-2024 21:07:43,28-05-2024 21:07:51,7.218s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:07:44,28-05-2024 21:07:47,2.853s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:07:47,28-05-2024 21:07:50,2.908s,PASSED
"verifyElementPresent(findTestObject(""Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""), 0)",Chrome 125.0.0.0,,,28-05-2024 21:07:50,28-05-2024 21:07:50,0.570s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:07:50,28-05-2024 21:07:51,0.303s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Footer_Email,Chrome 125.0.0.0,,,28-05-2024 21:07:51,28-05-2024 21:07:56,5.341s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:07:51,28-05-2024 21:07:52,1.160s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:07:52,28-05-2024 21:07:55,3.520s,PASSED
"verifyElementPresent(findTestObject(""Page_CURA Healthcare Service/a_infokatalon.com""), 0)",Chrome 125.0.0.0,,,28-05-2024 21:07:55,28-05-2024 21:07:56,0.330s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:07:56,28-05-2024 21:07:56,0.152s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Phone_Number,Chrome 125.0.0.0,,,28-05-2024 21:07:56,28-05-2024 21:08:32,35.860s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:07:56,28-05-2024 21:07:57,0.911s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:07:57,28-05-2024 21:08:00,3.225s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 125.0.0.0,,,28-05-2024 21:08:00,28-05-2024 21:08:32,31.421s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:08:32,28-05-2024 21:08:32,0.204s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Address,Chrome 125.0.0.0,,,28-05-2024 21:08:32,28-05-2024 21:08:38,5.980s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:08:32,28-05-2024 21:08:33,0.984s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:08:33,28-05-2024 21:08:37,4.270s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 125.0.0.0,,,28-05-2024 21:08:37,28-05-2024 21:08:38,0.349s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:08:38,28-05-2024 21:08:38,0.129s,PASSED
